id;Data;Temp. Retal;Media T Retal;Termograma ;Media Termograma;Foto;Temp. Ambiente;Monta;Sinal de Cio;Lote;Coord_X;Coord_Y
2378;16.02.2025;38,9;38,685;37,4;37,52;548.0;28.0;true;;Rosa;44.0;29.0
2378;17.02.2025;39,2;39,075;38,1;38,075;613.0;33.0;;;Rosa;45.0;43.0
2378;18.02.2025;38,6;39,005;34;36,3;616.0;30.0;;;Rosa;36.0;34.0
2378;19.02.2025;38,1;38,895;37,5;37,505;684.0;30.0;;;Rosa;42.0;38.0
2378;20.02.2025;39,6;39,31;38,7;38,805;711.0;31.0;;;Rosa;45.0;36.0
2378;21.02.2026;38,8;38,9;37,6;37,22;767.0;33.0;;;Rosa;43.0;31.0
2378;22.02.2027;39,2;38,61;36,6;37,2;783.0;31.0;;;Rosa;40.0;28.0
2378;23.02.2028;39;38,94;37;37,91;843.0;33.0;;;Rosa;41.0;22.0
2378;24.02.2029;38,9;38,905;36,9;37,345;887.0;31.0;;;Rosa;41.0;26.0
2378;25.02.2030;38,6;38,905;36,2;36,275;933.0;31.0;;;Rosa;43.0;29.0
2378;26.02.2031;39,6;39,315;39,1;37,68;960.0;31.0;;;Rosa;34.0;36.0
2378;27.02.2032;39;38,95333333;37,6;37,28666667;1010.0;31.0;;;Rosa;41.0;31.0
2378;28.02.2033;39;38,95625;37;37,26875;1059.0;32.0;;;Rosa;45.0;31.0
2378;01.03.2025;39;38,95882353;37,8;37,3;1097.0;33.0;;;Rosa;38.0;42.0
2378;02.03.2025;38;38,90555556;36,2;37,23888889;1119.0;27.0;;;Rosa;45.0;33.0
2378;03.03.2025;38,9;38,90526316;37,9;37,27368421;1182.0;33.0;;;Rosa;32.0;29.0
2378;04.03.2025;39;38,91;37,9;37,305;1226.0;32.0;;;Rosa;41.0;33.0
2378;05.03.2025;38,6;38,8952381;37,1;37,2952381;1265.0;30.0;;;Rosa;41.0;31.0
2378;06.03.2025;39,1;38,93445065;38,5;37,40534418;1310.0;32.0;;;Rosa;41.0;37.0
2386;13.02.2025;35,6;38,6;37;37,511;338.0;29.0;;;Rosa;50.0;21.0
2386;14.02.2025;38,2;38,994;38,2;37,783;459.0;28.0;;;Rosa;41.0;32.0
2386;15.02.2025;39,1;39;37,3;37,415;512.0;28.0;;;Rosa;42.0;24.0
2386;16.02.2025;38,7;38,685;39,7;37,52;559.0;28.0;;;Rosa;44.0;40.0
2386;17.02.2025;38,9;39,075;38,2;38,075;601.0;33.0;;;Rosa;51.0;24.0
2386;18.02.2025;39,1;39,005;35,7;36,3;622.0;30.0;;;Rosa;34.0;22.0
2386;19.02.2025;38,7;38,895;37,6;37,505;699.0;30.0;;;Rosa;42.0;32.0
2386;20.02.2025;39,2;39,31;38,7;38,805;717.0;31.0;;;Rosa;37.0;32.0
2386;21.02.2026;38,7;38,9;36,9;37,22;775.0;33.0;;;Rosa;44.0;26.0
2386;22.02.2027;38,9;38,61;37,4;37,2;801.0;31.0;;;Rosa;38.0;28.0
2386;23.02.2028;39,2;38,94;37,9;37,91;862.0;33.0;;;Rosa;39.0;29.0
2386;24.02.2029;38,6;38,905;36,7;37,345;902.0;31.0;;;Rosa;41.0;33.0
2386;25.02.2030;39,2;38,905;37,2;36,275;946.0;31.0;;;Rosa;33.0;31.0
2386;26.02.2031;39,2;39,315;38,4;37,68;963.0;31.0;;;Rosa;41.0;32.0
2386;27.02.2032;38,9;39,1;38;37,406;1023.0;31.0;;;Rosa;38.0;38.0
2386;28.02.2033;38,9;38,958;38,9;37,406;1066.0;32.0;;;Rosa;39.0;36.0
2386;01.03.2025;38,9;38,70588235;34,6;37,56818182;1098.0;33.0;;;Rosa;39.0;30.0
2386;02.03.2025;38;38,66666667;36,8;37,51111111;1114.0;27.0;;;Rosa;45.0;43.0
2386;03.03.2025;38,9;38,67894737;38,3;37,55263158;1168.0;33.0;;;Rosa;39.0;27.0
2386;04.03.2025;38,9;38,69;37,7;37,56;1231.0;32.0;;;Rosa;42.0;39.0
2386;05.03.2025;38,8;38,6952381;37,9;37,57619048;1266.0;30.0;;;Rosa;47.0;35.0
2386;06.03.2025;38,8;38,88732069;37,4;37,48210071;1299.0;;;;Rosa;54.0;33.0
2391;12.02.2025;39,1;39,1;35,1;36,56;329.0;31.0;;;Rosa;41.0;27.0
2391;13.02.2025;39,2;38,6;38,6;37,511;387.0;29.0;;;Rosa;42.0;35.0
2391;14.02.2025;39,1;38,994;38,2;37,783;448.0;28.0;;;Rosa;39.0;33.0
2391;15.02.2025;39,1;39;37;37,415;486.0;28.0;;;Rosa;46.0;33.0
2391;16.02.2025;38,4;38,685;37,7;37,52;538.0;28.0;;;Rosa;43.0;43.0
2391;17.02.2025;38,9;39,075;38,4;38,075;592.0;33.0;;;Rosa;45.0;41.0
2391;18.02.2025;38,9;39,005;36,8;36,3;617.0;30.0;true;?;Rosa;37.0;38.0
2391;19.02.2025;39,1;38,895;37,4;37,505;689.0;30.0;true;;Rosa;41.0;39.0
2391;20.02.2025;39,7;39,31;39;38,805;702.0;31.0;true;;Rosa;41.0;40.0
2391;21.02.2026;39;38,9;38;37,22;758.0;33.0;true;;Rosa;42.0;38.0
2391;22.02.2027;39,3;38,61;35,4;37,2;781.0;31.0;;;Rosa;32.0;37.0
2391;23.02.2028;38,8;38,94;38,1;37,91;844.0;33.0;true;;Rosa;40.0;36.0
2391;24.02.2029;39;38,905;37,5;37,345;888.0;31.0;;;Rosa;36.0;38.0
2391;25.02.2030;39,3;38,905;36;36,275;930.0;31.0;;;Rosa;43.0;34.0
2391;26.02.2031;39,8;39,315;36,8;37,68;947.0;31.0;true;;Rosa;39.0;32.0
2391;27.02.2032;39,8;39,15625;39,2;37,45;1014.0;31.0;;;Rosa;38.0;44.0
2391;28.02.2033;39,2;39,15882353;37,7;37,46470588;1049.0;32.0;;;Rosa;43.0;48.0
2391;01.03.2025;39,1;39,15555556;37,8;37,48333333;1091.0;33.0;;;Rosa;40.0;36.0
2391;02.03.2025;37,9;39,08947368;36,5;37,43157895;1110.0;27.0;;;Rosa;46.0;37.0
2391;03.03.2025;39,2;39,095;37,6;37,44;1170.0;33.0;;;Rosa;43.0;31.0
2391;04.03.2025;39,5;39,115;38,6;37,4952381;1211.0;32.0;;;Rosa;40.0;37.0
2391;05.03.2025;39,1;39,11363636;38,9;37,55909091;1256.0;30.0;;;Rosa;37.0;42.0
2391;06.03.2025;39,6;39,00108282;38,6;37,46990225;1295.0;32.0;;;Rosa;46.0;39.0
2392;13.02.2025;39;38,6;37,6;37,511;348.0;29.0;;;Rosa;39.0;38.0
2392;14.02.2025;39,2;38,994;38,3;37,783;458.0;28.0;;;Rosa;34.0;35.0
2392;15.02.2025;39,3;39;37,9;37,415;491.0;28.0;;;Rosa;40.0;31.0
2392;16.02.2025;38,7;38,685;37,1;37,52;539.0;28.0;;;Rosa;41.0;30.0
2392;17.02.2025;39,2;39,075;36,9;38,075;603.0;33.0;;;Rosa;48.0;41.0
2392;18.02.2025;39,3;39,005;36,8;36,3;623.0;30.0;;;Rosa;46.0;34.0
2392;19.02.2025;39,2;38,895;36,2;37,505;685.0;30.0;;;Rosa;33.0;35.0
2392;20.02.2025;39,6;39,31;38,7;38,805;706.0;31.0;;;Rosa;45.0;34.0
2392;21.02.2026;39;38,9;36,7;37,22;763.0;33.0;;;Rosa;53.0;37.0
2392;22.02.2027;39;38,61;37,4;37,2;790.0;31.0;;;Rosa;37.0;36.0
2392;23.02.2028;38,5;38,94;38,1;37,91;845.0;33.0;;;Rosa;43.0;34.0
2392;24.02.2029;38,8;38,905;37,6;37,345;893.0;31.0;;;Rosa;45.0;24.0
2392;25.02.2030;38,9;38,905;37,6;36,275;934.0;31.0;;;Rosa;41.0;35.0
2392;26.02.2031;39,2;39,315;37,1;37,68;949.0;31.0;;;Rosa;36.0;41.0
2392;27.02.2032;39,1;39,06666667;38,4;37,49333333;1019.0;31.0;;;Rosa;39.0;36.0
2392;28.02.2033;40,3;39,14375;39,2;37,6;1051.0;32.0;;;Rosa;49.0;50.0
2392;01.03.2025;39;39,13529412;37,3;37,58235294;1088.0;33.0;;;Rosa;39.0;31.0
2392;02.03.2025;38;39,07222222;36,09;37,49944444;1115.0;27.0;;;Rosa;49.0;46.0
2392;03.03.2025;39,1;39,07368421;37,7;37,51;1173.0;33.0;;;Rosa;40.0;30.0
2392;04.03.2025;39,2;39,08;37,4;37,5045;1212.0;32.0;;;Rosa;38.0;38.0
2392;05.03.2025;39,5;39,1;38,7;37,56142857;1257.0;30.0;;;Rosa;44.0;36.0
2392;06.03.2025;39,2;38,99098177;38,2;37,49024092;1304.0;32.0;;;Rosa;46.0;39.0
2393;13.02.2025;38,9;38,6;36,1;37,511;440.0;29.0;;;Rosa;42.0;31.0
2393;14.02.2025;38,1;38,994;37,1;37,783;482.0;28.0;;;Rosa;41.0;33.0
2393;15.02.2025;39,3;39;35,3;37,415;528.0;28.0;;;Rosa;41.0;33.0
2393;16.02.2025;38,8;38,685;37,6;37,52;551.0;28.0;;;Rosa;51.0;47.0
2393;17.02.2025;39;39,075;37,8;38,075;598.0;33.0;true;;Rosa;0.0;0.0
2393;18.02.2025;39,3;39,005;39,5;36,3;627.0;30.0;;;Rosa;46.0;55.0
2393;19.02.2025;39,1;38,895;37,8;37,505;698.0;30.0;;;Rosa;43.0;33.0
2393;20.02.2025;39,4;39,31;38,8;38,805;722.0;31.0;;;Rosa;43.0;39.0
2393;21.02.2026;39,3;38,9;37,5;37,22;774.0;33.0;;;Rosa;46.0;30.0
2393;22.02.2027;40,9;38,61;38,5;37,2;796.0;31.0;;;Rosa;40.0;30.0
2393;23.02.2028;39,9;38,94;39,7;37,91;855.0;33.0;;;Rosa;40.0;33.0
2393;24.02.2029;39,3;38,905;37,6;37,345;901.0;31.0;;;Rosa;45.0;36.0
2393;25.02.2030;39,2;38,905;37,5;36,275;942.0;31.0;;;Rosa;37.0;31.0
2393;26.02.2031;39,4;39,315;38,6;37,68;962.0;31.0;;;Rosa;40.0;35.0
2393;27.02.2032;38,9;39,25333333;38,6;37,86666667;1021.0;31.0;;;Rosa;38.0;36.0
2393;28.02.2033;39;39,2375;38;37,875;1062.0;32.0;;;Rosa;39.0;48.0
2393;01.03.2025;38,9;39,21764706;36;37,76470588;1100.0;33.0;;true;Rosa;46.0;31.0
2393;02.03.2025;37,7;39,13333333;36,2;37,67777778;1108.0;27.0;;;Rosa;40.0;38.0
2393;03.03.2025;38,8;39,11578947;37,6;37,67368421;1166.0;33.0;;;Rosa;38.0;34.0
2393;04.03.2025;38,9;39,105;38,2;37,7;1218.0;32.0;;;Rosa;0.0;0.0
2393;05.03.2025;38,9;39,0952381;36,7;37,65238095;1251.0;30.0;;;Rosa;40.0;41.0
2393;06.03.2025;38,8;39,0141353;38,2;37,55972455;1308.0;32.0;;true;Rosa;42.0;35.0
2398;12.02.2025;;39,1;;36,56;;31.0;true;;Rosa;;
2398;13.02.2025;38,4;38,6;38,1;37,511;351.0;29.0;;;Rosa;41.0;30.0
2398;14.02.2025;39,1;38,994;38,3;37,783;446.0;28.0;true;;Rosa;44.0;33.0
2398;15.02.2025;39,1;39;38;37,415;509.0;28.0;true;;Rosa;39.0;29.0
2398;16.02.2025;39;38,685;36,9;37,52;529.0;28.0;  ;;Rosa;45.0;31.0
2398;17.02.2025;39,3;39,075;36,4;38,075;594.0;33.0;;?;Rosa;42.0;39.0
2398;18.02.2025;39,3;39,005;37;36,3;634.0;30.0;;;Rosa;39.0;27.0
2398;19.02.2025;38,8;38,895;37,8;37,505;686.0;30.0;;;Rosa;39.0;36.0
2398;20.02.2025;39,5;39,31;39,2;38,805;705.0;31.0;;;Rosa;46.0;43.0
2398;21.02.2025;38,9;38,9;36,2;37,22;762.0;33.0;;true;Rosa;42.0;39.0
2398;22.02.2025;38,9;38,61;37,3;37,2;789.0;31.0;;;Rosa;45.0;35.0
2398;23.02.2025;38,8;38,94;37,7;37,91;846.0;33.0;;;Rosa;43.0;31.0
2398;24.02.2025;38,9;38,905;37,7;37,345;890.0;31.0;;true;Rosa;42.0;34.0
2398;25.02.2025;38,7;38,905;37,1;36,275;937.0;31.0;;;Rosa;36.0;34.0
2398;26.02.2025;39,3;39,315;37,1;37,68;957.0;31.0;;;Rosa;42.0;28.0
2398;27.02.2025;39,4;39,02666667;37,5;37,48666667;1011.0;31.0;;;Rosa;42.0;32.0
2398;28.02.2025;39,3;39,04375;38,7;37,5625;1054.0;32.0;;;Rosa;0.0;4.0
2398;01.03.2025;39,1;39,04705882;37,7;37,57058824;1095.0;33.0;;;Rosa;40.0;41.0
2398;02.03.2025;37,8;38,97777778;37;37,53888889;1111.0;27.0;;;Rosa;46.0;43.0
2398;03.03.2025;39,5;39,00526316;38;37,56315789;1177.0;33.0;;;Rosa;39.0;30.0
2398;04.03.2025;39,2;39,015;38;37,585;1227.0;32.0;;;Rosa;37.0;39.0
2398;05.03.2025;38,9;39,00952381;37;37,55714286;1263.0;30.0;;;Rosa;44.0;40.0
2398;06.03.2025;39,5;38,9649543;34,8;37,49561641;1307.0;32.0;;;Rosa;40.0;30.0
2395;13.02.2025;38,3;38,6;37,9;37,511;392.0;29.0;;;Rosa;39.0;41.0
2395;14.02.2025;38,9;38,994;37,5;37,783;466.0;28.0;;;Rosa;39.0;29.0
2395;15.02.2025;38,8;39;37,6;37,415;499.0;28.0;;;Rosa;40.0;34.0
2395;16.02.2025;38,6;38,685;38,2;37,52;567.0;28.0;;;Rosa;37.0;32.0
2395;17.02.2025;38,8;39,075;38,2;38,075;612.0;33.0;;;Rosa;34.0;36.0
2395;18.02.2025;38,6;39,005;36,4;36,3;630.0;30.0;;;Rosa;39.0;26.0
2395;19.02.2025;38,9;38,895;37,6;37,505;700.0;30.0;;;Rosa;48.0;40.0
2395;20.02.2025;39,3;39,31;38,9;38,805;718.0;31.0;;;Rosa;0.0;0.0
2395;21.02.2025;39;38,9;38,4;37,22;779.0;33.0;;;Rosa;32.0;44.0
2395;22.02.2025;38,8;38,61;37,2;37,2;800.0;31.0;;;Rosa;34.0;37.0
2395;23.02.2025;38,7;38,94;37,3;37,91;861.0;33.0;;;Rosa;42.0;34.0
2395;24.02.2025;38,7;38,905;36,1;37,345;904.0;31.0;;;Rosa;32.0;25.0
2395;25.02.2025;38,9;38,905;35,5;36,275;944.0;31.0;;;Rosa;33.0;34.0
2395;26.02.2025;39,2;39,315;38,1;37,68;966.0;31.0;;;Rosa;41.0;35.0
2395;27.02.2025;39,2;38,84666667;37,5;37,49333333;1026.0;31.0;;;Rosa;45.0;34.0
2395;28.02.2025;39,1;38,8625;38,4;37,55;1065.0;32.0;;;Rosa;44.0;40.0
2395;01.03.2025;39,1;38,87647059;38,6;37,61176471;1103.0;33.0;;;Rosa;42.0;42.0
2395;02.03.2025;38;38,82777778;36,9;37,57222222;1121.0;27.0;;;Rosa;37.0;34.0
2395;03.03.2025;38,9;38,83157895;38,3;37,61052632;1183.0;33.0;;;Rosa;46.0;44.0
2395;04.03.2025;39,1;38,845;37,9;37,625;1229.0;32.0;;;Rosa;40.0;32.0
2395;05.03.2025;38,5;38,82857143;37,1;37,6;1272.0;30.0;;;Rosa;36.0;40.0
2395;06.03.2025;39,3;38,90750311;38,1;37,50508793;1313.0;32.0;;;Rosa;36.0;33.0
23103;12.02.2025;39,1;39,1;36,2;36,56;314.0;31.0;;;Rosa;42.0;32.0
23103;13.02.2025;39,1;38,6;38,7;37,511;384.0;29.0;true;;Rosa;40.0;32.0
23103;14.02.2025;39,5;38,994;38,7;37,783;450.0;28.0;true;;Rosa;38.0;29.0
23103;15.02.2025;38,8;39;37,4;37,415;508.0;28.0;;;Rosa;41.0;29.0
23103;16.02.2025;38,5;38,685;36,1;37,52;531.0;28.0;true;;Rosa;48.0;28.0
23103;17.02.2025;39,1;39,075;38;38,075;596.0;33.0;;;Rosa;46.0;41.0
23103;18.02.2025;39;39,005;36,3;36,3;621.0;30.0;;;Rosa;40.0;31.0
23103;19.02.2025;38,8;38,895;36.7;37,505;683.0;30.0;;;Rosa;49.0;43.0
23103;20.02.2025;39,2;39,31;38,6;38,805;701.0;31.0;;;Rosa;40.0;38.0
23103;21.02.2026;38,8;38,9;37,6;37,22;759.0;33.0;;;Rosa;41.0;34.0
23103;22.02.2027;38,9;38,61;36,2;37,2;780.0;31.0;;;Rosa;40.0;32.0
23103;23.02.2028;38,8;38,94;37,8;37,91;852.0;33.0;;true;Rosa;44.0;29.0
23103;24.02.2029;39,4;38,905;37,2;37,345;883.0;31.0;;;Rosa;42.0;34.0
23103;25.02.2030;38,5;38,905;36,1;36,275;929.0;31.0;;true;Rosa;40.0;29.0
23103;26.02.2031;39,1;39,315;36,9;37,68;953.0;31.0;;;Rosa;45.0;36.0
23103;27.02.2032;39,6;39,0125;37,9;37,31333333;1007.0;37.0;;;Rosa;41.0;32.0
23103;28.02.2033;39,4;39,03529412;38,4;37,38125;1047.0;32.0;;;Rosa;40.0;23.0
23103;01.03.2025;39,3;39,05;38,3;37,43529412;1087.0;33.0;;true;Rosa;42.0;37.0
23103;02.03.2025;37,2;38,95263158;35,2;37,31111111;1107.0;27.0;;;Rosa;;
23103;03.03.2025;39,3;38,97;36,4;37,26315789;1186.0;33.0;;;Rosa;15.0;33.0
23103;04.03.2025;39,1;38,97619048;37;37,25;1209.0;32.0;;;Rosa;48.0;47.0
23103;05.03.2025;38,9;38,97272727;37,3;37,25238095;1253.0;30.0;;true;Rosa;40.0;40.0
23103;06.03.2025;39,3;39,095;37,5;37,875;1297.0;32.0;;;Rosa;48.0;33.0
1301;13.02.2025;38,8;38,79;38,3;37,83;347.0;29.0;true;;Vermelho;42.0;32.0
1301;14.02.2025;38,9;38,86;37,6;37,39;445.0;28.0;;;Vermelho;37.0;31.0
1301;15.02.2025;39;38,98;37,3;36,83;487.0;28.0;true;;Vermelho;44.0;28.0
1301;16.02.2025;38,5;38,625;37,5;37,373;536.0;28.0;true;;Vermelho;43.0;34.0
1301;17.02.2025;38,8;39,15;36,3;37,775;573.0;33.0;;;Vermelho;47.0;36.0
1301;18.02.2025;38,6;38,75;37;35,725;642.0;30.0;;;Vermelho;43.0;37.0
1301;19.02.2025;39,1;38,96;37,6;36,82;663.0;30.0;;;Vermelho;37.0;38.0
1301;20.02.2025;39,1;39,142;36,7;37,984;723.0;31.0;;;Vermelho;43.0;35.0
1301;21.02.2025;38,6;39,005;37,5;37,473;748.0;33.0;;;Vermelho;42.0;34.0
1301;22.02.2025;39,1;38,91;38,1;37,51;808.0;31.0;;;Vermelho;39.0;35.0
1301;23.02.2025;38,8;38,747;36,9;37,11;826.0;33.0;;;Vermelho;41.0;25.0
1301;24.02.2025;39;38,942;37,2;37,026;866.0;31.0;;;Vermelho;38.0;41.0
1301;25.02.2025;39,1;38,894;37,3;36,742;907.0;31.0;;;Vermelho;38.0;26.0
1301;26.02.2025;39,4;39,163;39,9;37,915;972.0;31.0;;;Vermelho;39.0;43.0
1301;27.02.2025;39,6;38,96;39,8;37,66666667;992.0;31.0;;;Vermelho;39.0;38.0
1301;28.02.2025;39,4;38,9875;38,5;37,71875;1029.0;32.0;;;Vermelho;50.0;46.0
1301;01.03.2025;39,1;38,99411765;37,5;38,3;1069.0;33.0;;;Vermelho;43.0;41.0
1301;02.03.2025;37,7;38,92222222;36;37,61111111;1129.0;27.0;;true;Vermelho;35.0;38.0
1301;03.03.2025;39,1;38,93157895;38,3;37,64736842;1153.0;33.0;;;Vermelho;45.0;42.0
1301;04.03.2025;39,3;38,95;38;37,665;1194.0;32.0;;true;Vermelho;44.0;42.0
1301;05.03.2025;39;38,95238095;38;37,68095238;1236.0;30.0;;;Vermelho;43.0;38.0
1301;06.03.2025;39,1;39,057;37,9;37,81;1279.0;32.0;;;Vermelho;37.0;31.0
1308;13.02.2025;38,8;38,79;37,8;37,83;424.0;29.0;;;Vermelho;35.0;28.0
1308;14.02.2025;38,2;38,86;36,5;37,39;481.0;28.0;;;Vermelho;40.0;27.0
1308;15.02.2025;38,9;38,98;36,2;36,83;517.0;28.0;;;Vermelho;44.0;26.0
1308;16.02.2025;38,4;38,625;37,1;37,373;561.0;28.0;;;Vermelho;42.0;31.0
1308;17.02.2025;39;39,15;38,5;37,775;586.0;33.0;;;Vermelho;36.0;39.0
1308;18.02.2025;38,8;38,75;36,8;35,725;643.0;30.0;;;Vermelho;42.0;35.0
1308;19.02.2025;38,9;38,96;37,8;36,82;670.0;30.0;;;Vermelho;43.0;35.0
1308;20.02.2025;39,3;39,142;37,9;37,984;732.0;31.0;true;;Vermelho;42.0;36.0
1308;21.02.2025;38,9;39,005;37,4;37,473;754.0;33.0;;;Vermelho;46.0;31.0
1308;22.02.2025;38,6;38,91;37,8;37,51;813.0;31.0;;;Vermelho;33.0;25.0
1308;23.02.2025;39,3;38,747;38,3;37,11;830.0;33.0;;;Vermelho;36.0;30.0
1308;24.02.2025;36,6;38,942;37,2;37,026;881.0;31.0;;;Vermelho;43.0;26.0
1308;25.02.2025;38,8;38,894;36,9;36,742;920.0;31.0;;;Vermelho;36.0;31.0
1308;26.02.2025;38,8;39,163;37,9;37,915;980.0;31.0;;;Vermelho;44.0;35.0
1308;27.02.2025;39,1;38,69333333;38,6;37,51333333;999.0;31.0;;;Vermelho;40.0;38.0
1308;28.02.2025;39,1;38,71875;37,8;37,53125;1039.0;32.0;;;Vermelho;44.0;35.0
1308;01.03.2025;39;38,73529412;38,1;37,56470588;1079.0;33.0;;;Vermelho;36.0;32.0
1308;02.03.2025;38,2;38,70555556;37,1;37,53888889;1138.0;27.0;;;Vermelho;;
1308;03.03.2025;39;38,72105263;37,9;37,55789474;1159.0;33.0;;;Vermelho;43.0;29.0
1308;04.03.2025;38,9;38,73;38,6;37,61;1205.0;32.0;;;Vermelho;43.0;25.0
1308;05.03.2025;38,7;38,72857143;37,2;37,59047619;1234.0;30.0;;;Vermelho;33.0;19.0
1308;06.03.2025;39;39,057;38,9;37,81;1286.0;32.0;;;Vermelho;43.0;42.0
1542;12.02.2025;38,9;39,233;37,9;37,7;333.0;31.0;;;Vermelho;39.0;29.0
1542;13.02.2025;38,9;38,79;38;37,83;383.0;29.0;true;;Vermelho;43.0;32.0
1542;14.02.2025;39;38,86;38,3;37,39;467.0;28.0;true;;Vermelho;40.0;35.0
1542;15.02.2025;38,9;38,98;36,6;36,83;505.0;28.0;;;Vermelho;41.0;33.0
1542;16.02.2025;38,7;38,625;37,7;37,373;550.0;28.0;;;Vermelho;41.0;24.0
1542;17.02.2025;39,2;39,15;38,1;37,775;578.0;33.0;;;Vermelho;39.0;36.0
1542;18.02.2025;38,9;38,75;36,1;35,725;647.0;30.0;;;Vermelho;0.0;0.0
1542;19.02.2025;38,7;38,96;37;36,82;667.0;30.0;;;Vermelho;44.0;37.0
1542;20.02.2025;39,2;39,142;37,9;37,984;730.0;31.0;;;Vermelho;48.0;43.0
1542;21.02.2025;38,9;39,005;38;37,473;747.0;33.0;;;Vermelho;47.0;31.0
1542;22.02.2025;38,7;38,91;37;37,51;804.0;31.0;;;Vermelho;42.0;22.0
1542;23.02.2025;38,3;38,747;36,9;37,11;823.0;33.0;;;Vermelho;34.0;39.0
1542;24.02.2025;38,8;38,942;37,3;37,026;868.0;31.0;;;Vermelho;39.0;35.0
1542;25.02.2025;39;38,894;37,5;36,742;908.0;31.0;;;Vermelho;39.0;29.0
1542;26.02.2025;39,1;39,163;37,1;37,915;982.0;31.0;;;Vermelho;37.0;25.0
1542;27.02.2025;39;38,8875;38,8;37,5125;997.0;31.0;;;Vermelho;43.0;37.0
1542;28.02.2025;39;38,89411765;38,3;37,55882353;1034.0;32.0;;;Vermelho;43.0;36.0
1542;01.03.2025;39,1;38,90555556;37,5;37,55555556;1070.0;33.0;;;Vermelho;46.0;35.0
1542;02.03.2025;38,1;38,86315789;37;37,52631579;1130.0;27.0;;;Vermelho;46.0;43.0
1542;03.03.2025;39,4;38,89;38,9;37,595;1156.0;33.0;;;Vermelho;45.0;26.0
1542;04.03.2025;39;38,8952381;38,1;37,61904762;1198.0;32.0;;;Vermelho;38.0;34.0
1542;05.03.2025;39,1;38,90454545;38,2;37,64545455;1244.0;30.0;;;Vermelho;42.0;35.0
1542;06.03.2025;38,9;39,057;38;37,81;1276.0;32.0;;;Vermelho;43.0;33.0
1570;12.02.2025;;39,233;;37,7;;31.0;true;;Vermelho;;
1570;13.02.2025;39;38,79;37,9;37,83;372.0;29.0;;;Vermelho;41.0;37.0
1570;14.02.2025;38,9;38,86;36,1;37,39;477.0;28.0;;;Vermelho;40.0;28.0
1570;15.02.2025;39,2;38,98;37,3;36,83;524.0;28.0;true;;Vermelho;39.0;29.0
1570;16.02.2025;38,9;38,625;37,5;37,373;544.0;28.0;;;Vermelho;42.0;36.0
1570;17.02.2025;39,2;39,15;39,3;37,775;583.0;33.0;;;Vermelho;44.0;46.0
1570;18.02.2025;39;38,75;35,7;35,725;655.0;30.0;;;Vermelho;38.0;33.0
1570;19.02.2025;39,1;38,96;37,5;36,82;678.0;30.0;true;;Vermelho;44.0;35.0
1570;20.02.2025;39,5;39,142;38,2;37,984;728.0;31.0;;;Vermelho;40.0;39.0
1570;21.02.2025;39;39,005;38,6;37,473;749.0;33.0;;;Vermelho;37.0;30.0
1570;22.02.2025;38,9;38,91;37,7;37,51;814.0;31.0;;;Vermelho;41.0;27.0
1570;23.02.2025;39,2;38,747;36,5;37,11;828.0;33.0;;;Vermelho;32.0;23.0
1570;24.02.2025;39,2;38,942;37,8;37,026;871.0;31.0;;;Vermelho;40.0;38.0
1570;25.02.2025;39,1;38,894;38,6;36,742;905.0;31.0;true;;Vermelho;42.0;42.0
1570;26.02.2025;40,3;39,163;39;37,915;976.0;31.0;true;;Vermelho;41.0;35.0
1570;27.02.2025;39,3;39,18666667;39,3;37,8;991.0;31.0;;;Vermelho;37.0;34.0
1570;28.02.2025;39;39,175;37,5;37,78125;1042.0;32.0;;;Vermelho;45.0;36.0
1570;01.03.2025;39,4;39,18823529;37,8;37,78235294;1068.0;33.0;;;Vermelho;40.0;31.0
1570;02.03.2025;38,4;39,14444444;36,9;37,73333333;1131.0;27.0;;;Vermelho;57.0;34.0
1570;03.03.2025;39,2;39,14736842;38,2;37,75789474;1148.0;33.0;;;Vermelho;39.0;36.0
1570;04.03.2025;39,4;39,16;38;37,77;1191.0;32.0;;;Vermelho;39.0;33.0
1570;05.03.2025;39,2;39,16190476;37,2;37,74285714;1233.0;30.0;;;Vermelho;39.0;31.0
1570;06.03.2025;39;39,057;37,7;37,81;1280.0;32.0;;;Vermelho;33.0;31.0
1604;12.02.2025;39,9;39,233;37,8;37,7;323.0;31.0;;;Vermelho;42.0;26.0
1604;13.02.2025;39,1;38,79;38;37,83;370.0;29.0;;;Vermelho;45.0;38.0
1604;14.02.2025;39;38,86;37,6;37,39;452.0;28.0;;;Vermelho;43.0;33.0
1604;15.02.2025;39;38,98;37,6;36,83;496.0;28.0;;;Vermelho;41.0;31.0
1604;16.02.2025;38,6;38,625;37,5;37,373;556.0;28.0;;;Vermelho;43.0;37.0
1604;17.02.2025;39,1;39,15;36,6;37,775;589.0;33.0;;;Vermelho;39.0;31.0
1604;18.02.2025;38,9;38,75;35,7;35,725;650.0;30.0;;;Vermelho;0.0;0.0
1604;19.02.2025;39,2;38,96;37,1;36,82;677.0;30.0;;;Vermelho;41.0;37.0
1604;20.02.2025;39,4;39,142;38,9;37,984;737.0;31.0;;;Vermelho;43.0;38.0
1604;21.02.2025;38,9;39,005;37,3;37,473;753.0;33.0;;;Vermelho;40.0;31.0
1604;22.02.2025;39,1;38,91;38,3;37,51;805.0;31.0;;;Vermelho;40.0;34.0
1604;23.02.2025;38,7;38,747;37,6;37,11;838.0;33.0;;;Vermelho;43.0;31.0
