id;Data;Temp. Retal;Media T Retal;Termograma ;Media Termograma;Foto;Temp. Ambiente;Monta;Sinal de Cio;Lote;Coord_X;Coord_Y
1604;24.02.2025;39,1;38,942;37,3;37,026;880.0;31.0;;;Vermelho;46.0;28.0
1604;25.02.2025;39,4;38,894;36,8;36,742;925.0;31.0;;;Vermelho;40.0;30.0
1604;26.02.2025;39,1;39,163;37,7;37,915;975.0;31.0;;;Vermelho;45.0;33.0
1604;27.02.2025;39,4;39,11875;38,7;37,53125;993.0;31.0;;;Vermelho;44.0;38.0
1604;28.02.2025;39,1;39,11764706;37,7;37,54117647;1035.0;32.0;;;Vermelho;42.0;38.0
1604;01.03.2025;39,1;39,11666667;37,5;37,53888889;1071.0;33.0;;;Vermelho;43.0;34.0
1604;02.03.2025;38,5;39,08421053;37,3;37,52631579;1141.0;27.0;;;Vermelho;40.0;32.0
1604;03.03.2025;39,2;39,09;37,6;37,53;1152.0;33.0;;;Vermelho;47.0;41.0
1604;04.03.2025;39,3;39,1;37;37,5047619;1188.0;32.0;;;Vermelho;42.0;29.0
1604;05.03.2025;38,9;39,09090909;37,7;37,51363636;1243.0;30.0;;;Vermelho;44.0;36.0
1604;06.03.2025;38;39,057;38,3;37,81;1291.0;32.0;;;Vermelho;38.0;34.0
1608;13.02.2025;38,8;38,79;37,7;37,83;346.0;29.0;;;Vermelho;38.0;27.0
1608;14.02.2025;39,4;38,86;38,5;37,39;442.0;28.0;;;Vermelho;38.0;35.0
1608;15.02.2025;39;38,98;36,2;36,83;513.0;28.0;;;Vermelho;35.0;28.0
1608;16.02.2025;38,7;38,625;37,8;37,373;540.0;28.0;;;Vermelho;37.0;29.0
1608;17.02.2025;39,2;39,15;37;37,775;571.0;33.0;;;Vermelho;39.0;39.0
1608;18.02.2025;39;38,75;35,8;35,725;654.0;30.0;;;Vermelho;0.0;0.0
1608;19.02.2025;39,1;38,96;36,7;36,82;664.0;30.0;true;;Vermelho;43.0;33.0
1608;20.02.2025;39,1;39,142;37,9;37,984;738.0;31.0;;;Vermelho;34.0;35.0
1608;21.02.2025;39;39,005;37;37,473;742.0;33.0;;;Vermelho;36.0;31.0
1608;22.02.2025;39;38,91;36,2;37,51;803.0;31.0;;;Vermelho;41.0;35.0
1608;23.02.2025;39;38,747;36,4;37,11;840.0;33.0;;;Vermelho;41.0;33.0
1608;24.02.2025;39;38,942;36,3;37,026;863.0;31.0;true;;Vermelho;41.0;40.0
1608;25.02.2025;39;38,894;37,9;36,742;913.0;31.0;true;;Vermelho;41.0;32.0
1608;26.02.2025;39,2;39,163;37,7;37,915;981.0;31.0;;;Vermelho;40.0;34.0
1608;27.02.2025;39,4;39,06;39,4;37,23333333;989.0;31.0;;;Vermelho;41.0;40.0
1608;28.02.2025;39,4;39,08125;37,6;37,25625;1044.0;32.0;;;Vermelho;49.0;44.0
1608;01.03.2025;39;39,07647059;38;37,3;1082.0;33.0;;true;Vermelho;43.0;40.0
1608;02.03.2025;38,2,;39,07647059;37,1;37,28888889;1138.0;27.0;;true;Vermelho;39.0;43.0
1608;03.03.2025;39,2;39,08333333;37,5;37,3;1161.0;33.0;;;Vermelho;44.0;46.0
1608;04.03.2025;39;39,07894737;38;37,335;1206.0;32.0;;;Vermelho;41.0;42.0
1608;05.03.2025;39;39,075;38,4;37,38571429;1242.0;30.0;;;Vermelho;42.0;44.0
1608;06.03.2025;39,1;39,057;36,2;37,81;1284.0;32.0;;;Vermelho;44.0;31.0
1611;13.02.2025;38,7;38,79;38;37,83;361.0;29.0;;;Vermelho;41.0;30.0
1611;14.02.2025;39,5;38,86;38,2;37,39;447.0;28.0;true;;Vermelho;41.0;33.0
1611;15.02.2025;39;38,98;37,5;36,83;500.0;28.0;true;;Vermelho;44.0;31.0
1611;16.02.2025;38,6;38,625;36,9;37,373;532.0;28.0;true;;Vermelho;48.0;36.0
1611;17.02.2025;39,7;39,15;38,1;37,775;572.0;33.0;;;Vermelho;40.0;30.0
1611;18.02.2025;39,4;38,75;37,3;35,725;689.0;30.0;;;Vermelho;;
1611;19.02.2025;39,3;38,96;38;36,82;674.0;30.0;;;Vermelho;39.0;38.0
1615;13.02.2025;38,6;38,79;37,9;37,83;430.0;29.0;;;Vermelho;42.0;29.0
1615;14.02.2025;38,7;38,86;37,5;37,39;472.0;28.0;;;Vermelho;40.0;32.0
1615;15.02.2025;39,3;38,98;37,8;36,83;527.0;28.0;;;Vermelho;42.0;38.0
1615;16.02.2025;39,1;38,625;38,8;37,373;569.0;28.0;;;Vermelho;39.0;47.0
1615;17.02.2025;39,2;39,15;39,2;37,775;590.0;33.0;;;Vermelho;38.0;38.0
1615;18.02.2025;39,1;38,75;37,3;35,725;646.0;30.0;;;Vermelho;0.0;0.0
1615;19.02.2025;39,5;38,96;37,8;36,82;669.0;30.0;;true;Vermelho;39.0;36.0
1615;20.02.2025;39,3;39,142;38,6;37,984;735.0;31.0;;;Vermelho;35.0;41.0
1615;21.02.2025;39,3;39,005;38,1;37,473;756.0;33.0;;;Vermelho;38.0;31.0
1615;22.02.2025;39,2;38,91;37,6;37,51;818.0;31.0;;;Vermelho;40.0;30.0
1615;23.02.2025;39;38,747;37,9;37,11;841.0;33.0;;;Vermelho;39.0;27.0
1615;24.02.2025;39,5;38,942;36,3;37,026;875.0;31.0;;;Vermelho;44.0;33.0
1615;25.02.2025;39,3;38,894;35,2;36,742;923.0;31.0;;;Vermelho;48.0;20.0
1615;26.02.2025;39,4;39,163;38,2;37,915;986.0;31.0;;;Vermelho;41.0;41.0
1615;27.02.2025;39,1;39,17333333;38,3;37,76666667;1004.0;31.0;;;Vermelho;46.0;34.0
1615;28.02.2025;39,3;39,18125;38,4;37,80625;1046.0;32.0;;;Vermelho;42.0;41.0
1615;01.03.2025;39,2;39,18235294;38,2;37,82941176;1085.0;33.0;;;Vermelho;33.0;40.0
1615;02.03.2025;38,4;39,13888889;37,2;37,79444444;1144.0;27.0;;true;Vermelho;0.0;0.0
1615;03.03.2025;39,1;39,13684211;38,2;37,81578947;1160.0;33.0;;;Vermelho;36.0;41.0
1615;04.03.2025;39,3;39,145;37,6;37,805;1202.0;32.0;;true;Vermelho;0.0;0.0
1615;05.03.2025;38,9;39,13333333;38,5;37,83809524;1250.0;30.0;;;Vermelho;41.0;47.0
1615;06.03.2025;39,2;39,057;39,4;37,81;1287.0;32.0;;;Vermelho;43.0;37.0
1616;13.02.2025;38,6;38,79;36,9;37,83;433.0;29.0;;;Vermelho;44.0;23.0
1616;14.02.2025;38,6;38,86;35,6;37,39;473.0;28.0;;;Vermelho;36.0;24.0
1616;15.02.2025;38,8;38,98;38,9;36,83;523.0;28.0;;;Vermelho;43.0;33.0
1616;16.02.2025;38,9;38,625;37,5;37,373;545.0;28.0;;;Vermelho;37.0;31.0
1616;17.02.2025;39,3;39,15;39,4;37,775;577.0;33.0;;;Vermelho;41.0;33.0
1616;18.02.2025;38,1;38,75;37,5;35,725;660.0;30.0;true;;Vermelho;40.0;39.0
1616;19.02.2025;39,1;38,96;37,6;36,82;671.0;30.0;true;;Vermelho;43.0;36.0
1616;20.02.2025;39;39,142;37,4;37,984;740.0;31.0;true;;Vermelho;43.0;34.0
1616;21.02.2025;38,9;39,005;37,6;37,473;744.0;33.0;true;;Vermelho;39.0;30.0
1616;22.02.2025;38,7;38,91;37,9;37,51;810.0;31.0;;;Vermelho;39.0;25.0
1616;23.02.2025;38,6;38,747;37,5;37,11;839.0;33.0;;true;Vermelho;38.0;38.0
1616;24.02.2025;39;38,942;37,5;37,026;876.0;31.0;;;Vermelho;42.0;32.0
1616;25.02.2025;38,8;38,894;36,1;36,742;927.0;31.0;;;Vermelho;41.0;30.0
1616;26.02.2025;38,9;39,163;38,9;37,915;984.0;31.0;true;;Vermelho;35.0;35.0
1616;27.02.2025;38,8;38,80666667;37,7;37,6;1024.0;31.0;;;Vermelho;35.0;42.0
1616;28.02.2025;38,8;38,80625;38;37,625;1043.0;32.0;true;;Vermelho;51.0;48.0
1616;01.03.2025;39;38,81764706;37,9;37,64117647;1081.0;33.0;;;Vermelho;43.0;43.0
1616;02.03.2025;37,9;38,76666667;37,9;37,65555556;1137.0;27.0;;;Vermelho;44.0;40.0
1616;03.03.2025;38,8;38,76842105;38,5;37,7;1158.0;33.0;;;Vermelho;39.0;36.0
1616;04.03.2025;39,1;38,785;38,5;37,74;1207.0;32.0;;;Vermelho;39.0;36.0
1616;05.03.2025;39,2;38,8047619;37,2;37,71428571;1232.0;30.0;;;Vermelho;45.0;39.0
1616;06.03.2025;39;39,057;38,1;37,81;1288.0;32.0;;;Vermelho;35.0;34.0
2021;12.02.2025;38,9;39,233;37,4;37,7;335.0;31.0;;;Vermelho;45.0;28.0
2021;13.02.2025;38,6;38,79;39,2;37,83;359.0;29.0;;;Vermelho;45.0;32.0
2021;14.02.2025;38,7;38,86;38,5;37,39;461.0;28.0;;;Vermelho;37.0;37.0
2021;15.02.2025;38,7;38,98;36,6;36,83;501.0;28.0;;;Vermelho;44.0;32.0
2021;16.02.2025;38,4;38,625;36,9;37,373;553.0;28.0;;;Vermelho;39.0;31.0
2021;17.02.2025;39;39,15;38,3;37,775;587.0;33.0;;;Vermelho;42.0;36.0
2021;18.02.2025;38,9;38,75;36,9;35,725;638.0;30.0;;;Vermelho;46.0;28.0
2021;19.02.2025;38,7;38,96;36,1;36,82;665.0;30.0;;;Vermelho;41.0;35.0
2021;20.02.2025;37,7;39,142;37,7;37,984;726.0;31.0;;?;Vermelho;41.0;27.0
2021;21.02.2025;38,9;39,005;37,4;37,473;750.0;33.0;;true;Vermelho;40.0;30.0
2021;22.02.2025;38,9;38,91;37,4;37,51;802.0;31.0;;;Vermelho;39.0;28.0
2021;23.02.2025;38,6;38,747;37,9;37,11;836.0;33.0;true;;Vermelho;40.0;30.0
2021;24.02.2025;39,2;38,942;37,5;37,026;867.0;31.0;;;Vermelho;46.0;34.0
2021;25.02.2025;38,9;38,894;36,4;36,742;909.0;31.0;;;Vermelho;38.0;34.0
2021;26.02.2025;39;39,163;37,9;37,915;971.0;31.0;;;Vermelho;40.0;40.0
2021;27.02.2025;39;38,75625;39;37,56875;996.0;31.0;;;Vermelho;37.0;41.0
2021;28.02.2025;39,1;38,77647059;39,2;37,66470588;1032.0;32.0;;;Vermelho;49.0;36.0
2021;01.03.2025;39,2;38,8;38,2;37,69444444;1084.0;33.0;;true;Vermelho;39.0;32.0
2021;02.03.2025;37,2;38,71578947;36,8;37,64736842;1143.0;27.0;;;Vermelho;38.0;33.0
2021;03.03.2025;39,3;38,745;38,3;37,68;1146.0;33.0;;;Vermelho;42.0;41.0
2021;04.03.2025;39,1;38,76190476;37,9;37,69047619;1197.0;32.0;;;Vermelho;38.0;40.0
2021;05.03.2025;38,8;38,76363636;37,5;37,68181818;1241.0;30.0;;;Vermelho;38.0;38.0
2021;06.03.2025;38,9;39,057;37,2;37,81;1285.0;32.0;;;Vermelho;51.0;40.0
2026;13.02.2025;39,9;38,79;37;37,83;432.0;29.0;true;;Vermelho;40.0;28.0
2026;14.02.2025;38,5;38,86;35,8;37,39;471.0;28.0;true;;Vermelho;39.0;34.0
2026;15.02.2025;38,9;38,98;37,6;36,83;493.0;28.0;true;;Vermelho;35.0;24.0
2026;16.02.2025;38,8;38,625;37,6;37,373;568.0;28.0;;;Vermelho;38.0;31.0
2026;17.02.2025;38,9;39,15;37;37,775;575.0;33.0;;;Vermelho;40.0;31.0
2026;18.02.2025;38,3;38,75;35,1;35,725;651.0;30.0;;;Vermelho;39.0;35.0
2026;19.02.2025;38,5;38,96;36,3;36,82;672.0;30.0;;;Vermelho;36.0;41.0
2026;20.02.2025;38,1;39,142;39,6;37,984;710.0;31.0;;;Vermelho;48.0;41.0
2026;21.02.2025;40,2;39,005;39,1;37,473;746.0;33.0;;;Vermelho;38.0;38.0
2026;22.02.2025;39,8;38,91;38,9;37,51;806.0;31.0;;;Vermelho;39.0;36.0
2026;23.02.2025;38,7;38,747;37,9;37,11;835.0;33.0;true;;Vermelho;38.0;34.0
2026;24.02.2025;38,9;38,942;36,9;37,026;873.0;31.0;true;;Vermelho;41.0;45.0
2026;25.02.2025;38,9;38,894;36,9;36,742;918.0;31.0;;;Vermelho;46.0;29.0
2026;26.02.2025;39,2;39,163;38;37,915;974.0;31.0;;;Vermelho;37.0;37.0
2026;27.02.2025;39,3;38,99333333;38,5;37,48;1015.0;31.0;;;Vermelho;38.0;38.0
2026;28.02.2025;39;38,99375;38,7;37,55625;1033.0;32.0;;;Vermelho;46.0;52.0
2026;01.03.2025;39;38,99411765;38;37,58235294;1080.0;33.0;;;Vermelho;43.0;40.0
2026;02.03.2025;38,3;38,96842105;35;37,43888889;1127.0;27.0;;;Vermelho;46.0;37.0
2026;03.03.2025;39,2;38,96842105;38;37,46842105;1151.0;33.0;;;Vermelho;38.0;37.0
2026;04.03.2025;39;38,97;38,1;37,5;1203.0;32.0;;;Vermelho;45.0;38.0
2026;05.03.2025;38,7;38,95714286;37,6;37,5047619;1246.0;30.0;;;Vermelho;36.0;36.0
2026;06.03.2025;39,2;39,057;37,8;37,81;1277.0;32.0;;;Vermelho;36.0;40.0
2033;13.02.2025;38,5;38,79;36,6;37,83;343.0;29.0;;;Vermelho;52.0;41.0
2033;14.02.2025;39;38,86;37;37,39;444.0;28.0;;;Vermelho;38.0;30.0
2033;15.02.2025;38,7;38,98;37,3;36,83;494.0;28.0;;;Vermelho;36.0;35.0
2033;16.02.2025;38,6;38,625;38,4;37,373;537.0;28.0;;;Vermelho;40.0;35.0
2033;17.02.2025;39;39,15;37,3;37,775;584.0;33.0;true;;Vermelho;43.0;34.0
2033;18.02.2025;38,3;38,75;36,1;35,725;641.0;30.0;;;Vermelho;40.0;42.0
2033;19.02.2025;38,3;38,96;36,3;36,82;666.0;30.0;;;Vermelho;42.0;36.0
2033;20.02.2025;38,9;39,142;37,5;37,984;725.0;31.0;;;Vermelho;42.0;40.0
2033;21.02.2025;38,6;39,005;37,7;37,473;745.0;33.0;;?;Vermelho;38.0;34.0
2033;22.02.2025;38,5;38,91;37,3;37,51;812.0;31.0;;;Vermelho;41.0;29.0
2033;23.02.2025;38,6;38,747;37,3;37,11;833.0;33.0;true;;Vermelho;45.0;16.0
2033;24.02.2025;38,7;38,942;37,3;37,026;870.0;31.0;;;Vermelho;38.0;37.0
2033;25.02.2025;38,6;38,894;36,4;36,742;916.0;31.0;;;Vermelho;38.0;28.0
2033;26.02.2025;39;39,163;38,8;37,915;979.0;31.0;;;Vermelho;35.0;34.0
2033;27.02.2025;39,3;38,70666667;38,4;37,31333333;990.0;31.0;;;Vermelho;44.0;35.0
2033;28.02.2025;38,9;38,71875;36,6;37,26875;1028.0;32.0;;;Vermelho;47.0;37.0
2033;01.03.2025;39,1;38,74117647;37,8;37,3;1076.0;33.0;;;Vermelho;47.0;24.0
2033;02.03.2025;37,9;38,69444444;36,4;37,25;1135.0;27.0;;true;Vermelho;41.0;30.0
2033;03.03.2025;39;38,71052632;37,9;37,28421053;1149.0;33.0;;true;Vermelho;42.0;34.0
2033;04.03.2025;38,9;38,72;38,2;37,33;1196.0;32.0;;;Vermelho;36.0;24.0
2033;05.03.2025;38,6;38,71428571;37,6;37,34285714;1240.0;30.0;;;Vermelho;45.0;42.0
2033;06.03.2025;38,8;39,057;37,9;37,81;1274.0;32.0;;;Vermelho;41.0;43.0
2035;13.02.2025;39;38,79;37,4;37,83;350.0;29.0;;;Vermelho;31.0;33.0
2035;14.02.2025;39,2;38,86;37,3;37,39;457.0;28.0;;;Vermelho;42.0;30.0
2035;15.02.2025;39,1;38,98;36,2;36,83;514.0;28.0;;;Vermelho;36.0;14.0
2035;16.02.2025;38,7;38,625;37,3;37,373;564.0;28.0;;;Vermelho;42.0;28.0
2035;17.02.2025;39,9;39,15;38,2;37,775;588.0;33.0;;;Vermelho;44.0;35.0
2035;18.02.2025;39,2;38,75;35,1;35,725;652.0;30.0;;;Vermelho;41.0;33.0
2035;19.02.2025;39,2;38,96;35,1;36,82;675.0;30.0;;;Vermelho;32.0;38.0
2035;20.02.2025;39,2;39,142;37;37,984;739.0;31.0;;?;Vermelho;39.0;38.0
2035;21.02.2025;39;39,005;37;37,473;752.0;33.0;;true;Vermelho;43.0;33.0
2035;22.02.2025;38,9;38,91;36,5;37,51;819.0;31.0;;;Vermelho;40.0;25.0
2035;23.02.2025;38,8;38,747;36,9;37,11;831.0;33.0;;;Vermelho;42.0;29.0
2035;24.02.2025;38,9;38,942;36,5;37,026;882.0;31.0;;;Vermelho;39.0;42.0
2035;25.02.2025;38,3;38,894;35,2;36,742;926.0;31.0;true;;Vermelho;38.0;27.0
2035;26.02.2025;39,1;39,163;37,1;37,915;983.0;31.0;;;Vermelho;45.0;40.0
2035;27.02.2025;39,4;39,06;37,8;36,70666667;1003.0;31.0;;;Vermelho;43.0;42.0
2035;28.02.2025;39,8;39,10625;37,6;36,7625;1045.0;32.0;;;Vermelho;39.0;42.0
2035;01.03.2025;39,4;39,12352941;38;36,83529412;1086.0;33.0;;true;Vermelho;41.0;40.0
2035;02.03.2025;38,5;39,08888889;36,2;36,8;1145.0;27.0;;true;Vermelho;52.0;35.0
2035;03.03.2025;39,1;39,08947368;38,1;36,86842105;1165.0;33.0;;true;Vermelho;40.0;40.0
2035;04.03.2025;39,2;39,095;37,7;36,91;1208.0;32.0;;;Vermelho;38.0;39.0
2035;05.03.2025;38,8;39,08095238;36,5;36,89047619;1249.0;30.0;;;Vermelho;39.0;39.0
2035;06.03.2025;39,2;39,057;37,6;37,81;1294.0;32.0;;;Vermelho;35.0;39.0
2058;13.02.2025;38,1;38,79;36,4;37,83;367.0;29.0;;;Vermelho;38.0;26.0
2058;14.02.2025;39,1;38,86;37,5;37,39;469.0;28.0;;;Vermelho;41.0;36.0
2058;15.02.2025;39,2;38,98;38,1;36,83;495.0;28.0;;;Vermelho;34.0;34.0
2058;16.02.2025;38,9;38,625;36,1;37,373;534.0;28.0;;;Vermelho;43.0;40.0
2058;17.02.2025;39,1;39,15;37;37,775;570.0;33.0;;;Vermelho;46.0;29.0
2058;18.02.2025;39,1;38,75;34,1;35,725;653.0;30.0;;;Vermelho;32.0;30.0
2058;19.02.2025;38,8;38,96;35,9;36,82;662.0;30.0;;;Vermelho;37.0;32.0
2058;20.02.2025;39,5;39,142;38,5;37,984;724.0;31.0;;;Vermelho;38.0;40.0
2058;21.02.2025;39;39,005;36,9;37,473;757.0;33.0;;;Vermelho;39.0;30.0
2058;22.02.2025;39,1;38,91;37,2;37,51;817.0;31.0;;;Vermelho;36.0;30.0
2058;23.02.2025;38,6;38,747;37,5;37,11;834.0;33.0;;;Vermelho;40.0;34.0
2058;24.02.2025;38,9;38,942;36,1;37,026;864.0;31.0;;;Vermelho;39.0;36.0
2058;25.02.2025;38,9;38,894;36,6;36,742;910.0;31.0;;;Vermelho;37.0;34.0
2058;26.02.2025;39;39,163;37,8;37,915;970.0;31.0;;;Vermelho;40.0;47.0
2058;27.02.2025;39,4;38,98;38,5;36,94666667;1002.0;31.0;;;Vermelho;38.0;50.0
2058;28.02.2025;39,3;39;38,2;37,025;1030.0;32.0;;;Vermelho;42.0;51.0
2058;01.03.2025;39,4;39,02352941;37,9;37,07647059;1075.0;33.0;;;Vermelho;42.0;39.0
2058;02.03.2025;38,4;38,98888889;36,9;37,06666667;1134.0;27.0;;true;Vermelho;36.0;46.0
2058;03.03.2025;39;38,98947368;37,7;37,1;1163.0;33.0;;true;Vermelho;0.0;0.0
2058;04.03.2025;39,1;38,995;37,5;37,12;1189.0;32.0;;;Vermelho;46.0;41.0
2058;05.03.2025;39;38,9952381;38,3;37,17619048;1239.0;30.0;;;Vermelho;38.0;53.0
2058;06.03.2025;39,6;39,057;38,1;37,81;1282.0;32.0;;true;Vermelho;35.0;37.0
2059;13.02.2025;38,7;38,79;38,8;37,83;423.0;29.0;;;Vermelho;39.0;36.0
2059;14.02.2025;38,7;38,86;37,8;37,39;455.0;28.0;true;;Vermelho;38.0;29.0
2059;15.02.2025;39,1;38,98;37,2;36,83;497.0;28.0;true;;Vermelho;44.0;27.0
2059;16.02.2025;38,3;38,625;37;37,373;535.0;28.0;true;;Vermelho;43.0;32.0
2059;17.02.2025;38,8;39,15;37,6;37,775;574.0;33.0;;;Vermelho;41.0;33.0
2059;18.02.2025;38,1;38,75;34,7;35,725;659.0;30.0;;;Vermelho;0.0;0.0
2059;19.02.2025;38,9;38,96;35;36,82;676.0;30.0;;;Vermelho;37.0;36.0
2059;20.02.2025;39,3;39,142;37,5;37,984;733.0;31.0;;;Vermelho;40.0;38.0
2059;21.02.2025;39,7;39,005;36,7;37,473;770.0;33.0;;;Vermelho;31.0;31.0
2059;22.02.2025;38,7;38,91;37,1;37,51;807.0;31.0;;;Vermelho;30.0;43.0
2059;23.02.2025;38,4;38,747;36,6;37,11;822.0;33.0;;;Vermelho;40.0;33.0
2059;24.02.2025;39,7;38,942;37,4;37,026;865.0;31.0;;;Vermelho;35.0;39.0
2059;25.02.2025;38,4;38,894;36;36,742;924.0;31.0;;;Vermelho;38.0;28.0
2059;26.02.2025;38,8;39,163;36,6;37,915;978.0;31.0;;;Vermelho;44.0;30.0
2059;27.02.2025;39;38,84;38;36,93333333;995.0;31.0;;;Vermelho;39.0;28.0
2059;28.02.2025;38,7;38,83125;36,6;36,9125;1038.0;32.0;;;Vermelho;41.0;33.0
2059;01.03.2025;39,4;38,86470588;37,6;36,95294118;1083.0;33.0;;;Vermelho;38.0;37.0
2059;02.03.2025;38,4;38,83888889;37,2;36,96666667;1142.0;27.0;;;Vermelho;39.0;39.0
2059;03.03.2025;39,2;38,85789474;38,5;37,04736842;1164.0;33.0;;;Vermelho;37.0;41.0
2059;04.03.2025;38,9;38,86;37,1;37,05;1193.0;32.0;;;Vermelho;43.0;38.0
2059;05.03.2025;39;38,86666667;37,4;37,06666667;1248.0;30.0;;;Vermelho;35.0;39.0
2059;06.03.2025;39,2;39,057;35,4;37,81;1283.0;32.0;;;Vermelho;40.0;45.0
2121;13.02.2025;38,5;38,79;37,6;37,83;429.0;29.0;;;Vermelho;41.0;29.0
2121;14.02.2025;38,5;38,86;36,3;37,39;479.0;28.0;;;Vermelho;39.0;38.0
2121;15.02.2025;39,1;38,98;36,9;36,83;518.0;28.0;;;Vermelho;39.0;25.0
2121;16.02.2025;38,1;38,625;37,9;37,373;566.0;28.0;;;Vermelho;31.0;34.0
2121;17.02.2025;39,2;39,15;37,2;37,775;576.0;33.0;;;Vermelho;43.0;28.0
2121;18.02.2025;38,7;38,75;35;35,725;656.0;30.0;;;Vermelho;40.0;33.0
2121;19.02.2025;38,8;38,96;36,8;36,82;680.0;30.0;;;Vermelho;38.0;33.0
2121;20.02.2025;39,2;39,142;37,9;37,984;729.0;31.0;;;Vermelho;42.0;44.0
2121;21.02.2025;39,1;39,005;36,8;37,473;778.0;33.0;;;Vermelho;34.0;29.0
2121;22.02.2025;39,2;38,91;38;37,51;809.0;31.0;;;Vermelho;33.0;35.0
2121;23.02.2025;38,9;38,747;37,5;37,11;832.0;33.0;;;Vermelho;42.0;32.0
2121;24.02.2025;39,2;38,942;37,8;37,026;878.0;31.0;;;Vermelho;38.0;41.0
2121;25.02.2025;39;38,894;37,5;36,742;917.0;31.0;;;Vermelho;41.0;28.0
2121;26.02.2025;39,2;39,163;37,6;37,915;977.0;31.0;;;Vermelho;43.0;32.0
2121;27.02.2025;39,4;38,94;38;37,25333333;1000.0;31.0;;;Vermelho;41.0;40.0
2121;28.02.2025;39,2;38,98666667;37,2;37,25;1041.0;32.0;;;Vermelho;42.0;32.0
2121;01.03.2025;39,5;38,98823529;37,2;37,24705882;1077.0;33.0;;true;Vermelho;39.0;31.0
2121;02.03.2025;38,3;38,95;36,2;37,18888889;1139.0;27.0;;;Vermelho;40.0;37.0
2121;03.03.2025;39,1;38,95789474;38,1;37,23684211;1162.0;33.0;;;Vermelho;48.0;46.0
2121;04.03.2025;39,4;38,98;37,9;37,27;1200.0;32.0;;true;Vermelho;43.0;36.0
2121;05.03.2025;39,1;38,98571429;38,6;37,33333333;1247.0;30.0;;;Vermelho;44.0;43.0
2121;06.03.2025;39,2;39,057;38,2;37,81;1289.0;32.0;;;Vermelho;43.0;35.0
2191;13.02.2025;39,1;38,79;38,2;37,83;404.0;29.0;;;Vermelho;;
2191;14.02.2025;38,8;38,86;38,7;37,39;476.0;28.0;;;Vermelho;;
2191;15.02.2025;39,2;38,98;36,6;36,83;520.0;28.0;;;Vermelho;;
2191;16.02.2025;39,1;38,625;38,8;37,373;563.0;28.0;;;Vermelho;;
2191;17.02.2025;39,3;39,15;37;37,775;585.0;33.0;;;Vermelho;;
2191;18.02.2025;38,9;38,75;33,2;35,725;658.0;30.0;;;Vermelho;;
2191;19.02.2025;39,4;38,96;35,7;36,82;661.0;30.0;;;Vermelho;;
2191;20.02.2025;39,5;39,142;38,3;37,984;736.0;31.0;;? ;Vermelho;;
2191;21.02.2025;38,5;39,005;37,6;37,473;755.0;33.0;;;Vermelho;;
2191;22.02.2025;38,5;38,91;37;37,51;820.0;31.0;;;Vermelho;;
2191;23.02.2025;38,8;38,747;37,3;37,11;829.0;33.0;;;Vermelho;;
2191;24.02.2025;39,3;38,942;37,4;37,026;869.0;31.0;;;Vermelho;;
2191;25.02.2025;39;38,894;37,7;36,742;914.0;31.0;;;Vermelho;;
2191;26.02.2025;39,5;39,163;37,2;37,915;968.0;31.0;true;;Vermelho;;
2191;27.02.2025;39,7;39,10666667;38,8;37,3;998.0;31.0;;;Vermelho;;
2191;28.02.2025;39,4;39,125;38,5;37,375;1027.0;32.0;;;Vermelho;;
2191;01.03.2025;39,5;39,14705882;38;37,41176471;1072.0;33.0;;;Vermelho;;
2191;02.03.2025;38,1;39,08888889;36,7;37,37222222;1128.0;27.0;;;Vermelho;;
2191;03.03.2025;39,3;39,1;37,7;37,38947368;1154.0;33.0;;;Vermelho;;
2191;04.03.2025;39,4;39,115;38,8;37,46;1190.0;32.0;;true;Vermelho;;
2191;05.03.2025;39,1;39,11428571;37,9;37,48095238;1235.0;30.0;;;Vermelho;;
2191;06.03.2025;39,3;39,057;38,6;37,81;1292.0;32.0;;;Vermelho;;
2173;13.02.2025;38,7;38,79;38,8;37,83;352.0;29.0;;;Vermelho;;
2173;14.02.2025;38,7;38,86;38,4;37,39;464.0;28.0;;;Vermelho;;
2173;15.02.2025;39;38,98;32,2;36,83;490.0;28.0;;;Vermelho;;
2173;16.02.2025;38,7;38,625;38,5;37,373;560.0;28.0;;;Vermelho;;
2173;17.02.2025;39,1;39,15;37,9;37,775;580.0;33.0;;;Vermelho;;
2173;18.02.2025;38,9;38,75;37,5;35,725;648.0;30.0;;;Vermelho;;
2173;19.02.2025;39,2;38,96;37,9;36,82;673.0;30.0;true;true;Vermelho;;
2173;20.02.2025;39;39,142;37,1;37,984;731.0;31.0;;true;Vermelho;;
2173;21.02.2025;38,9;39,005;37,2;37,473;751.0;33.0;true;;Vermelho;;
2173;22.02.2025;38,7;38,91;38,1;37,51;816.0;31.0;;;Vermelho;;
2173;23.02.2025;38,7;38,747;37,2;37,11;827.0;33.0;;;Vermelho;;
2173;24.02.2025;39,2;38,942;37,6;37,026;874.0;31.0;;;Vermelho;;
2173;25.02.2025;39;38,894;36,7;36,742;911.0;31.0;;;Vermelho;;
2173;26.02.2025;39,2;39,163;37,9;37,915;969.0;31.0;;;Vermelho;;
2173;27.02.2025;39,5;38,96666667;38,8;37,45333333;994.0;31.0;true;;Vermelho;;
2173;28.02.2025;39,3;38,9875;38,9;37,54375;1036.0;32.0;;;Vermelho;;
2173;01.03.2025;39,3;39,00588235;37,2;37,52352941;1078.0;33.0;;true;Vermelho;;
